mod,sub,nrom,departamento,categorias,co2abs,co2,ch4,n2o,hfc-23,hfc-32,hfc-125,hfc-134a,hfc-143a,hfc-152a,hfc-227ea,hfc-236fa,hfc-245fa,hfc-365mfc,hfc-43-10mee,pfc-14,pfc-116,sf6,co2abseq,co2eq,ch4eq,n2oeq,hfc-23eq,hfc-32eq,hfc-125eq,hfc-134aeq,hfc-143aeq,hfc-152aeq,hfc-227eaeq,hfc-236faeq,hfc-245faeq,hfc-365mfceq,hfc-43-10meeeq,pfc-14eq,pfc-116eq,sf6eq,abosorciones_totales,emisiones_totales,emisiones_netas,sector_principal
2.0,,,AMAZONAS,2A3 - Producción de vidrio,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2A4 - Otros usos de carbonatos en los procesos,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,AMAZONAS,2A4a - Cerámicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,AMAZONAS,2A4b - Otros usos de la ceniza de sosa,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,c,,AMAZONAS,2A4c - Producción de magnesia no metalúrgica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,d,,AMAZONAS,2A4d - Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2A5 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B - Industria Química,,0,0.0,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B1 - Producción de amoníaco,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B2 - Producción de ácido nítrico,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B3 - Producción de ácido adípico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B4 - Producción de caprolactama glioxil y ácido glioxílico,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B5 - Producción de carburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B6 - Producción de dióxido de titanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B7 - Producción de ceniza de sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B8 - Producción petroquímica y de negro de humo,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,AMAZONAS,2B8a - Metanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,AMAZONAS,2B8b - Etileno,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,c,,AMAZONAS,2B8c - Dicloruro de etileno y monómero cloruro de vinilo,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,d,,AMAZONAS,2B8d - Óxido de etileno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,e,,AMAZONAS,2B8e - Acrilonitrilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,f,,AMAZONAS,2B8f - Negro de humo,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,g,,AMAZONAS,2B8g - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B9 - Producción fluoroquímica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,AMAZONAS,2B9a - Emisiones de productos derivados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,AMAZONAS,2B9b - Emisiones fugitivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2B10 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2C - Industria de los metales,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2C1 - Producción de hierro y acero,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2C2 - Producción de ferroaleaciones,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2C3 - Producción de aluminio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2C4 - Producción de magnesio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2C5 - Producción de plomo,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2C6 - Producción de zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2C7 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2D - Uso  de productos no energéticos de combustibles y de solvente,,0.0327244293,,,,,,,,,,,,,,,,,,0.0327244293,,,,,,,,,,,,,,,,,,0.0327244293,0.0327244293,Procesos Industriales
2.0,,,AMAZONAS,2D1 - Uso de lubricantes,,0.0000296121,,,,,,,,,,,,,,,,,,0.0000296121,,,,,,,,,,,,,,,,,,0.0000296121,0.0000296121,Procesos Industriales
2.0,,,AMAZONAS,2D2 - Uso de cera de parafina,,0.0326948172,,,,,,,,,,,,,,,,,,0.0326948172,,,,,,,,,,,,,,,,,,0.0326948172,0.0326948172,Procesos Industriales
2.0,,,AMAZONAS,2D3 - Uso de solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2D4 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2E - Industria electrónica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2E1 - Circuitos integrados o semiconductores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2E2 - Pantalla plana tipo TFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2E3 - Celdas fotovoltaicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2E4 - Fluidos de transferencia térmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2E5 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono,,,,,1.9e-09,6.48243e-05,0.0001801057,0.000732399,9.96994e-05,0.0,1.211e-07,1.4e-09,8.45e-08,1.3953e-06,,1.1e-09,1.1e-09,,,,,,2.40245e-05,0.0438860325,0.5709350132,0.9521186811,0.4785570371,0.0,0.0004057391,1.12137e-05,7.25103e-05,0.0011218076,,7.4503e-06,1.19979e-05,,,2.047151507,2.047151507,Procesos Industriales
2.0,,,AMAZONAS,2F1 - Refrigeración y aire acondicionado,,,,,1.9e-09,6.48243e-05,0.0001800691,0.0006130538,9.96994e-05,,,1.4e-09,,,,1.1e-09,1.1e-09,,,,,,2.40245e-05,0.0438860325,0.5708189705,0.7969699874,0.4785570371,,,1.12137e-05,,,,7.4503e-06,1.19979e-05,,,1.890286714,1.890286714,Procesos Industriales
2.0,a,,AMAZONAS,2F1a - Refrigeración y  aire acondicionado estacionario,,,,,1.9e-09,6.48243e-05,0.0001796571,0.0005906127,9.91943e-05,,,1.4e-09,,,,1.1e-09,1.1e-09,,,,,,2.40245e-05,0.0438860325,0.5695130514,0.7677964733,0.4761327358,,,1.12137e-05,,,,7.4503e-06,1.19979e-05,,,1.857382979,1.857382979,Procesos Industriales
2.0,a,i,AMAZONAS,2F1ai - Refrigeración - industria manufacturera,,,,,1.9e-09,8.78e-08,7.7351e-06,1.75699e-05,8.5051e-06,,,1.4e-09,,,,1.1e-09,1.1e-09,,,,,,2.40245e-05,5.94218e-05,0.0245203801,0.0228408674,0.0408244647,,,1.12137e-05,,,,7.4503e-06,1.19979e-05,,,0.0882998202,0.0882998202,Procesos Industriales
2.0,a,ii,AMAZONAS,2F1aii - Refrigeración - residencial,,,,,,,3.7525e-06,0.0002515583,,,,,,,,,,,,,,,,,0.0118954391,0.3270258342,,,,,,,,,,,,0.3389212733,0.3389212733,Procesos Industriales
2.0,a,iii,AMAZONAS,2F1aiii - Refrigeración - comercial,,,,,,4.98e-08,9.69807e-05,0.000262109,9.06892e-05,,,,,,,,,,,,,,,3.36917e-05,0.3074287424,0.3407417447,0.4353082711,,,,,,,,,,,1.08351245,1.08351245,Procesos Industriales
2.0,a,iv,AMAZONAS,2F1aiv - Aire acondicionado estacionario,,,,,,6.46867e-05,7.11888e-05,5.93754e-05,,,,,,,,,,,,,,,,0.043792919,0.2256684898,0.077188027,,,,,,,,,,,,0.3466494359,0.3466494359,Procesos Industriales
2.0,b,,AMAZONAS,2F1b - Refrigeración y aire acondicionado móvil,,,,,,,4.12e-07,2.24412e-05,5.051e-07,,,,,,,,,,,,,,,,0.001305919,0.0291735141,0.0024243013,,,,,,,,,,,0.0329037345,0.0329037345,Procesos Industriales
2.0,b,i,AMAZONAS,2F1bi - Refrigeración móvil (transporte refrigerado) - industria manufacturera,,,,,,,4.12e-07,3.71e-06,5.051e-07,,,,,,,,,,,,,,,,0.001305919,0.0048229444,0.0024243013,,,,,,,,,,,0.0085531647,0.0085531647,Procesos Industriales
2.0,b,ii,AMAZONAS,2F1bii - Aire acondicionado móvil,,,,,,,,1.87312e-05,,,,,,,,,,,,,,,,,,0.0243505698,,,,,,,,,,,,0.0243505698,0.0243505698,Procesos Industriales
2.0,,,AMAZONAS,2F2 - Agentes espumantes,,,,,,,,,,,9.87e-08,,,1.3108e-06,,,,,,,,,,,,,,,0.0003305119,,,0.0010538609,,,,,,0.0013843728,0.0013843728,Procesos Industriales
2.0,,,AMAZONAS,2F3 - Protección contra incendios,,,,,,,3.66e-08,,,,2.25e-08,,,,,,,,,,,,,,0.0001160427,,,,7.52272e-05,,,,,,,,,0.0001912699,0.0001912699,Procesos Industriales
2.0,,,AMAZONAS,2F4 - Aerosoles,,,,,,,,0.0001193062,,,,,8.45e-08,8.45e-08,,,,,,,,,,,,0.1550980094,,,,,7.25103e-05,6.79467e-05,,,,,,0.1552384664,0.1552384664,Procesos Industriales
2.0,,,AMAZONAS,2F5 - Solventes,,,,,,,,3.9e-08,,,,,,,,,,,,,,,,,,5.06842e-05,,,,,,,,,,,,0.0000506842,0.0000506842,Procesos Industriales
2.0,,,AMAZONAS,2F6 - Otras aplicaciones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2G - Manufactura y utilización de otros productos,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2G1 - Equipos eléctricos,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0,0,Procesos Industriales
2.0,a,,AMAZONAS,2G1a - Manufactura de equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,AMAZONAS,2G1b - Uso de equipos eléctricos,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0,0,Procesos Industriales
2.0,c,,AMAZONAS,2G1c Eliminación de equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2G2 - SF6 y PFCs de otros usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,AMAZONAS,2G2a - Aplicaciones militares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,AMAZONAS,2G2b - Aceleradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,c,,AMAZONAS,2G2c - Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2G3 - N2O de usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,AMAZONAS,2G3a - Aplicaciones médicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,AMAZONAS,2G3b - Propulsor para productos presurizados y aerosoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,c,,AMAZONAS,2G3c - Otros (especificar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2G4 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2H - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2H1 - Industria de pulpa y el papel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2H2 -  Industria de la alimentación y bebidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,AMAZONAS,2H3 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
3.0,,,AMAZONAS,"3 - Agricultura, Silvicultura, y Otros Usos de la Tierra",-253.5800714,720.19891,0.0685565529,0.1842562212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.5800714,720.19891,1.91958348,48.82789861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.5800714,770.946392,517.3663206,Agricultura
3.0,,,AMAZONAS,3A - Ganadería,,0,0.0685565529,0.001398576,,,,,,,,,,,,,,,,0,1.91958348,0.3706226307,,,,,,,,,,,,,,,,2.290206111,2.290206111,Agricultura
3.0,,,AMAZONAS,3A1 - Fermentación entérica,,0,0.0559536364,0.0,,,,,,,,,,,,,,,,0,1.566701818,0,,,,,,,,,,,,,,,,1.566701818,1.566701818,Agricultura
3.0,a,,AMAZONAS,3A1a - Total Ganado Bovino,,,0.043186735,,,,,,,,,,,,,,,,,,1.20922858,,,,,,,,,,,,,,,,,1.20922858,1.20922858,Agricultura
3.0,a,i,AMAZONAS,3A1ai - Ganado Bovino Vacas de Alta Producción,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,a,ii,AMAZONAS,3A1aii - Ganado Bovino Vacas de Baja Producción,,,0.00506184,,,,,,,,,,,,,,,,,,0.14173152,,,,,,,,,,,,,,,,,0.14173152,0.14173152,Agricultura
3.0,a,iii,AMAZONAS,3A1aiii - Ganado Bovino Vacas para producción de carne,,,0.01121904,,,,,,,,,,,,,,,,,,0.31413312,,,,,,,,,,,,,,,,,0.31413312,0.31413312,Agricultura
3.0,a,iv,AMAZONAS,3A1aiv - Ganado Bovino Toros utilizados con fines reproductivos,,,0.00263406,,,,,,,,,,,,,,,,,,0.07375368,,,,,,,,,,,,,,,,,0.07375368,0.07375368,Agricultura
3.0,a,v,AMAZONAS,3A1av - Ganado Bovino Terneros pre-destetos,,,0.00235752,,,,,,,,,,,,,,,,,,0.06601056,,,,,,,,,,,,,,,,,0.06601056,0.06601056,Agricultura
3.0,a,vi,AMAZONAS,3A1avi - Ganado Bovino Terneras de remplazo,,,0.0151262,,,,,,,,,,,,,,,,,,0.4235336,,,,,,,,,,,,,,,,,0.4235336,0.4235336,Agricultura
3.0,a,vii,AMAZONAS,3A1avii - Ganado Bovino Ganado de engorde,,,0.006788075,,,,,,,,,,,,,,,,,,0.1900661,,,,,,,,,,,,,,,,,0.1900661,0.1900661,Agricultura
3.0,b,,AMAZONAS,3A1b - Búfalos,,,0.011764,,,,,,,,,,,,,,,,,,0.329392,,,,,,,,,,,,,,,,,0.329392,0.329392,Agricultura
3.0,c,,AMAZONAS,3A1c - Ovinos,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,d,,AMAZONAS,3A1d - Caprinos,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,e,,AMAZONAS,3A1e - Camellos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,f,,AMAZONAS,3A1f - Caballos,,,0.000684,,,,,,,,,,,,,,,,,,0.019152,,,,,,,,,,,,,,,,,0.019152,0.019152,Agricultura
3.0,g,,AMAZONAS,3A1g - Mulas y asnos,,,0.00012,,,,,,,,,,,,,,,,,,0.00336,,,,,,,,,,,,,,,,,0.00336,0.00336,Agricultura
3.0,h,,AMAZONAS,3A1h - Porcinos,,,0.0001989014,,,,,,,,,,,,,,,,,,0.0055692384,,,,,,,,,,,,,,,,,0.0055692384,0.0055692384,Agricultura
3.0,h,i,AMAZONAS,3A1hi - Porcinos < 6 meses,,,5.69014e-05,,,,,,,,,,,,,,,,,,0.0015932384,,,,,,,,,,,,,,,,,0.0015932384,0.0015932384,Agricultura
3.0,h,ii,AMAZONAS,3A1hii - Porcinos > 6 meses,,,0.000123,,,,,,,,,,,,,,,,,,0.003444,,,,,,,,,,,,,,,,,0.003444,0.003444,Agricultura
3.0,h,iii,AMAZONAS,3A1hiii - Porcinos baja productividad,,,1.9e-05,,,,,,,,,,,,,,,,,,0.000532,,,,,,,,,,,,,,,,,0.000532,0.000532,Agricultura
3.0,j,,AMAZONAS,3A1j - Aves,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,j,i,AMAZONAS,3A1ji - Ponedoras,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,j,ii,AMAZONAS,3A1jii - Pollo de engorde,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,,,AMAZONAS,3A2 - Gestión de estiércol,,0,0.0126029165,0.001398576,,,,,,,,,,,,,,,,0,0.3528816619,0.3706226307,,,,,,,,,,,,,,,,0.7235042926,0.7235042926,Agricultura
3.0,a,,AMAZONAS,3A2a - Total Ganado Bovino,,,0.00040543,5.3094e-06,,,,,,,,,,,,,,,,,0.01135204,0.0014070005,,,,,,,,,,,,,,,,0.0127590405,0.0127590405,Agricultura
3.0,a,i,AMAZONAS,3A2ai - Ganado Bovino Vacas de Alta Producción,,,0.0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,a,ii,AMAZONAS,3A2aii - Ganado Bovino Vacas de Baja Producción,,,4.788e-05,5.3094e-06,,,,,,,,,,,,,,,,,0.00134064,0.0014070005,,,,,,,,,,,,,,,,0.0027476405,0.0027476405,Agricultura
3.0,a,iii,AMAZONAS,3A2aiii - Ganado Bovino Vacas para producción de carne,,,0.00011088,0.0,,,,,,,,,,,,,,,,,0.00310464,0,,,,,,,,,,,,,,,,0.00310464,0.00310464,Agricultura
3.0,a,iv,AMAZONAS,3A2aiv - Ganado Bovino Toros utilizados con fines reproductivos,,,2.717e-05,0.0,,,,,,,,,,,,,,,,,0.00076076,0,,,,,,,,,,,,,,,,0.00076076,0.00076076,Agricultura
3.0,a,v,AMAZONAS,3A2av - Ganado Bovino Terneros pre-destetos,,,2.64e-05,0.0,,,,,,,,,,,,,,,,,0.0007392,0,,,,,,,,,,,,,,,,0.0007392,0.0007392,Agricultura
3.0,a,vi,AMAZONAS,3A2avi - Ganado Bovino Terneras de remplazo,,,0.0001378,0.0,,,,,,,,,,,,,,,,,0.0038584,0,,,,,,,,,,,,,,,,0.0038584,0.0038584,Agricultura
3.0,a,vii,AMAZONAS,3A2avii - Ganado Bovino Ganado de engorde,,,5.53e-05,0.0,,,,,,,,,,,,,,,,,0.0015484,0,,,,,,,,,,,,,,,,0.0015484,0.0015484,Agricultura
3.0,b,,AMAZONAS,3A2b - Búfalos,,,0.0002668215,1.7087e-05,,,,,,,,,,,,,,,,,0.0074710012,0.0045280648,,,,,,,,,,,,,,,,0.011999066,0.011999066,Agricultura
3.0,c,,AMAZONAS,3A2c - Ovinos,,,0.0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,d,,AMAZONAS,3A2d - Caprinos,,,0.0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,e,,AMAZONAS,3A2e - Camellos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,f,,AMAZONAS,3A2f - Caballos,,,1.79755e-05,0.0,,,,,,,,,,,,,,,,,0.0005033146,0,,,,,,,,,,,,,,,,0.0005033146,0.0005033146,Agricultura
3.0,g,,AMAZONAS,3A2g - Mulas y asnos,,,1.33397e-05,6.965e-07,,,,,,,,,,,,,,,,,0.0003735124,0.0001845845,,,,,,,,,,,,,,,,0.0005580968,0.0005580968,Agricultura
3.0,h,,AMAZONAS,3A2h - Porcinos,,,0.001304772,4.93804e-05,,,,,,,,,,,,,,,,,0.0365336159,0.013085808,,,,,,,,,,,,,,,,0.0496194239,0.0496194239,Agricultura
3.0,h,i,AMAZONAS,3A2hi - Porcinos < 6 meses,,,0.0002719508,9.832e-06,,,,,,,,,,,,,,,,,0.0076146232,0.0026054871,,,,,,,,,,,,,,,,0.0102201102,0.0102201102,Agricultura
3.0,h,ii,AMAZONAS,3A2hii - Porcinos > 6 meses,,,0.0008075233,3.42474e-05,,,,,,,,,,,,,,,,,0.0226106538,0.009075573,,,,,,,,,,,,,,,,0.0316862268,0.0316862268,Agricultura
3.0,h,iii,AMAZONAS,3A2hiii - Porcinos baja productividad,,,0.0002252978,5.3009e-06,,,,,,,,,,,,,,,,,0.006308339,0.001404748,,,,,,,,,,,,,,,,0.0077130869,0.0077130869,Agricultura
3.0,j,,AMAZONAS,3A2j - Aves,,,0.0105945778,0.0013261025,,,,,,,,,,,,,,,,,0.2966481778,0.3514171729,,,,,,,,,,,,,,,,0.6480653507,0.6480653507,Agricultura
3.0,j,i,AMAZONAS,3A2ji - Ponedoras,,,0.0088073755,0.0011587429,,,,,,,,,,,,,,,,,0.2466065151,0.3070668694,,,,,,,,,,,,,,,,0.5536733845,0.5536733845,Agricultura
3.0,j,ii,AMAZONAS,3A2jii - Pollo de engorde,,,0.0017872022,0.0001673596,,,,,,,,,,,,,,,,,0.0500416628,0.0443503035,,,,,,,,,,,,,,,,0.0943919662,0.0943919662,Agricultura
3.0,,,AMAZONAS,3B - Tierra,-253.5800714,720.198393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.5800714,720.198393,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.5800714,720.198393,466.6183216,Agricultura
3.0,,,AMAZONAS,3B1 - Tierras forestales,-253.4458431,445.5139245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.4458431,445.5139245,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.4458431,445.5139245,192.0680815,Agricultura
3.0,a,,AMAZONAS,3B1a - Tierras forestales que permanecen como tales,0,445.5139245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,445.5139245,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,445.5139245,445.5139245,Agricultura
3.0,a,i,AMAZONAS,3B1ai - Tierras forestales que permanecen como tales(Bosque natural),0,284.5871109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,284.5871109,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,284.5871109,284.5871109,Agricultura
3.0,a,i,AMAZONAS,Biomasa,0,43.29452817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.29452817,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.29452817,43.29452817,Agricultura
3.0,a,i,AMAZONAS,MOM,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Agricultura
3.0,a,i,AMAZONAS,Suelos,0,241.2925827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,241.2925827,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,241.2925827,241.2925827,Agricultura
3.0,a,ii,AMAZONAS,3B1aii - Tierras forestales que permanecen como tales (Stock Change),0,160.9268137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,160.9268137,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,160.9268137,160.9268137,Agricultura
