mod,sub,nrom,departamento,categorias,co2abs,co2,ch4,n2o,hfc-23,hfc-32,hfc-125,hfc-134a,hfc-143a,hfc-152a,hfc-227ea,hfc-236fa,hfc-245fa,hfc-365mfc,hfc-43-10mee,pfc-14,pfc-116,sf6,co2abseq,co2eq,ch4eq,n2oeq,hfc-23eq,hfc-32eq,hfc-125eq,hfc-134aeq,hfc-143aeq,hfc-152aeq,hfc-227eaeq,hfc-236faeq,hfc-245faeq,hfc-365mfceq,hfc-43-10meeeq,pfc-14eq,pfc-116eq,sf6eq,abosorciones_totales,emisiones_totales,emisiones_netas,sector_principal
1.0,b,v,MAGDALENA,1A3bv - Emisiones por evaporación procedentes de vehículos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,vi,MAGDALENA,1A3bvi - Catalizadores basados en urea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,MAGDALENA,1A3c - Ferrocarriles,,40.89115421,0.0022334036,0.0146243276,,,,,,,,,,,,,,,,40.89115421,0.0625352995,3.875446826,,,,,,,,,,,,,,,,44.82913633,44.82913633,Energía
1.0,d,,MAGDALENA,1A3d - Navegación marítima y fluvial,,71.14258504,0.007387462,0.0021107034,,,,,,,,,,,,,,,,71.14258504,0.2068489355,0.5593364072,,,,,,,,,,,,,,,,71.90877038,71.90877038,Energía
1.0,d,ii,MAGDALENA,1A3dii - Navegación marítima y fluvial nacional,,71.14258504,0.007387462,0.0021107034,,,,,,,,,,,,,,,,71.14258504,0.2068489355,0.5593364072,,,,,,,,,,,,,,,,71.90877038,71.90877038,Energía
1.0,e,,MAGDALENA,1A3e - Otro tipo de transporte,,40.10067426,0.0039634199,0.0150930083,,,,,,,,,,,,,,,,40.10067426,0.1109757582,3.999647195,,,,,,,,,,,,,,,,44.21129722,44.21129722,Energía
1.0,e,i,MAGDALENA,1A3ei - Transporte por gasoductos,,1.07518729,0.0017810374,5.80773e-05,,,,,,,,,,,,,,,,1.07518729,0.0498690465,0.015390486,,,,,,,,,,,,,,,,1.140446823,1.140446823,Energía
1.0,e,ii,MAGDALENA,1A3eii - Todo terreno,,39.02548697,0.0021823826,0.015034931,,,,,,,,,,,,,,,,39.02548697,0.0611067116,3.984256709,,,,,,,,,,,,,,,,43.07085039,43.07085039,Energía
1.0,,,MAGDALENA,1A4 - Otros sectores,,125.5271503,1.929237444,0.0305782843,,,,,,,,,,,,,,,,125.5271503,54.01864843,8.103245351,,,,,,,,,,,,,,,,187.6490441,187.6490441,Energía
1.0,a,,MAGDALENA,1A4a - Comercial / Institucional,,21.02730582,0.0017708293,3.54166e-05,,,,,,,,,,,,,,,,21.02730582,0.0495832193,0.0093853951,,,,,,,,,,,,,,,,14.6757001,21.08627444,Energía
1.0,b,,MAGDALENA,1A4b - Residencial,,81.69479848,1.341980809,0.0178041502,,,,,,,,,,,,,,,,81.69479848,37.57546266,4.718099812,,,,,,,,,,,,,,,,130.3989353,123.988361,Energía
1.0,c,,MAGDALENA,1A4c - Agricultura / Silvicultura / Pesca / Piscifactorías  - Estacionaria,,22.80504599,0.5854858054,0.0127387175,,,,,,,,,,,,,,,,22.80504599,16.39360255,3.375760144,,,,,,,,,,,,,,,,42.57440869,42.57440869,Energía
1.0,c,i,MAGDALENA,1A4ci - Estacionaria,,10.13797151,0.5847776558,0.007858457,,,,,,,,,,,,,,,,10.13797151,16.37377436,2.08249111,,,,,,,,,,,,,,,,28.59423699,28.59423699,Energía
1.0,c,ii,MAGDALENA,1A4cii - Vehículos todo terreno y maquinaria,,12.66707448,0.0007081497,0.0048802605,,,,,,,,,,,,,,,,12.66707448,0.0198281913,1.293269033,,,,,,,,,,,,,,,,13.9801717,13.9801717,Energía
1.0,c,ii,MAGDALENA,1A4cii - Vehículos todo terreno y maquinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,iii,MAGDALENA,1A4ciii - Pesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energía
1.0,,,MAGDALENA,1A5 - No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,MAGDALENA,1A5a - Estacionario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,MAGDALENA,1A5b - Móvil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,i,MAGDALENA,1A5bi - Móvil (componente aviación),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,ii,MAGDALENA,1A5bii - Móvil (componente del sector marítimo y fluvial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,iii,MAGDALENA,1A5biii - Móvil (otros),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,MAGDALENA,1B - Emisiones fugitivas provenientes de la fabricación de combustible,,1.205769096,0.5715131203,1.15747e-05,,,,,,,,,,,,,,,,1.205769096,16.00236737,0.0030672904,,,,,,,,,,,,,,,,17.21120375,17.21120375,Energía
1.0,,,MAGDALENA,1B1 - Combustibles sólidos,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,MAGDALENA,1B1a - Minería carbonífera y manejo del carbón,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,MAGDALENA,1B1ai - Minas subterráneas,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,MAGDALENA,1B1ai1 - Minería,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,MAGDALENA,1B1ai2 - Emisiones posteriores a la minería,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,MAGDALENA,1B1ai3 - Minas subterráneas abandonadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,MAGDALENA,1B1ai4 - Quema en antorcha de metano drenado o conversión de metano en CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,ii,MAGDALENA,1B1aii - Minas de superficie,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,ii,MAGDALENA,1B1aii1 - Minería,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,ii,MAGDALENA,1B1aii2 - Emisiones posteriores a la minería,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,MAGDALENA,1B1b - Combustión espontánea y vertederos para quema de carbón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,MAGDALENA,1B1c - Transformación de combustibles sólidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,MAGDALENA,1B2 - Petróleo y gas natural,,1.205769096,0.5715131203,1.15747e-05,,,,,,,,,,,,,,,,1.205769096,16.00236737,0.0030672904,,,,,,,,,,,,,,,,17.21120375,17.21120375,Energía
1.0,a,,MAGDALENA,1B2a - Petróleo,,0.6265776974,0.0142768314,8.1385e-06,,,,,,,,,,,,,,,,0.6265776974,0.3997512793,0.0021566975,,,,,,,,,,,,,,,,1.028485674,1.028485674,Energía
1.0,a,i,MAGDALENA,1B2ai - Venteo,,0.0010318146,0.0078417912,,,,,,,,,,,,,,,,,0.0010318146,0.219570154,,,,,,,,,,,,,,,,,0.2206019686,0.2206019686,Energía
1.0,a,ii,MAGDALENA,1B2aii - Quema en antorcha,,0.6056606531,0.0036745647,8.1385e-06,,,,,,,,,,,,,,,,0.6056606531,0.1028878123,0.0021566975,,,,,,,,,,,,,,,,0.7107051629,0.7107051629,Energía
1.0,a,iii,MAGDALENA,1B2aiii - Todos los demás,,0.0198852297,0.0027604755,0.0,,,,,,,,,,,,,,,,0.0198852297,0.0772933129,0,,,,,,,,,,,,,,,,0.0971785426,0.0971785426,Energía
1.0,a,iii,MAGDALENA,1B2aiii1 - Exploración,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,iii,MAGDALENA,1B2aiii2 - Producción y refinación,,0.0197196285,0.0009354833,,,,,,,,,,,,,,,,,0.0197196285,0.0261935316,,,,,,,,,,,,,,,,,0.0459131601,0.0459131601,Energía
1.0,a,iii,MAGDALENA,1B2aiii3 - Transporte,,0.0001656011,0.0018249922,0.0,,,,,,,,,,,,,,,,0.0001656011,0.0510997814,0,,,,,,,,,,,,,,,,0.0512653825,0.0512653825,Energía
1.0,a,iii,MAGDALENA,1B2aiii4 - Refinación,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,iii,MAGDALENA,1B2aiii5 - Distribución de productos de petróleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,iii,MAGDALENA,1B2aiii6 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,MAGDALENA,1B2b - Gas Natural,,0.5791913988,0.5572362889,3.4362e-06,,,,,,,,,,,,,,,,0.5791913988,15.60261609,0.0009105929,,,,,,,,,,,,,,,,16.18271808,16.18271808,Energía
1.0,b,i,MAGDALENA,1B2bi - Venteo,,0.3650734585,0.051369697,,,,,,,,,,,,,,,,,0.3650734585,1.438351517,,,,,,,,,,,,,,,,,1.803424976,1.803424976,Energía
1.0,b,ii,MAGDALENA,1B2bii - Quema en antorcha,,0.194131092,0.0001221914,3.4362e-06,,,,,,,,,,,,,,,,0.194131092,0.0034213605,0.0009105929,,,,,,,,,,,,,,,,0.1984630454,0.1984630454,Energía
1.0,b,iii,MAGDALENA,1B2biii - Todos los demás,,0.0199868483,0.5057444004,0.0,,,,,,,,,,,,,,,,0.0199868483,14.16084321,0,,,,,,,,,,,,,,,,14.18083006,14.18083006,Energía
1.0,b,iii,MAGDALENA,1B2biii1 - Exploración,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,iii,MAGDALENA,1B2biii2 - Producción,,0.0064037082,0.1787701859,,,,,,,,,,,,,,,,,0.0064037082,5.005565206,,,,,,,,,,,,,,,,,5.011968915,5.011968915,Energía
1.0,b,iii,MAGDALENA,1B2biii3 - Procesamiento,,0.0008553803,0.0027030019,,,,,,,,,,,,,,,,,0.0008553803,0.0756840522,,,,,,,,,,,,,,,,,0.0765394326,0.0765394326,Energía
1.0,b,iii,MAGDALENA,1B2biii4 - Transmisión y almacenamiento,,0.0002129484,0.0883899506,,,,,,,,,,,,,,,,,0.0002129484,2.474918618,,,,,,,,,,,,,,,,,2.475131566,2.475131566,Energía
1.0,b,iii,MAGDALENA,1B2biii5 - Distribución,,0.0125148114,0.2358812619,,,,,,,,,,,,,,,,,0.0125148114,6.604675334,,,,,,,,,,,,,,,,,6.617190145,6.617190145,Energía
1.0,b,iii,MAGDALENA,1B2biii6 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,MAGDALENA,1B3 - Otras emisiones provenientes de la producción de energía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,MAGDALENA,1C - Transporte y almacenamiento de dióxido de carbono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,MAGDALENA,1C1 - Transporte de CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,MAGDALENA,1C1a - Gasoductos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,MAGDALENA,1C1b - Embarcaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,MAGDALENA,1C1c - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,MAGDALENA,1C2 - Inyección y almacenamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,MAGDALENA,1C2a - Inyección,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,MAGDALENA,1C2b - Almacenamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,MAGDALENA,1C3 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
2.0,,,MAGDALENA,2 - Procesos Industriales y Uso de Productos,,0.573355287,0.0,0.0,7.48e-08,0.0006905954,0.002408168,0.0166986914,0.0014985652,0.0,4.5717e-06,5.37e-08,1.4805e-06,5.20933e-05,,4.34e-08,4.17e-08,0.0,,0.573355287,0,0,0.0009276552,0.4675330749,7.633892584,21.70829884,7.193112898,0.0,0.015315235,0.0004329933,0.0012702917,0.041882979,,0.0002876773,0.0004632719,0.0,,37.63677279,37.63677279,Procesos Industriales
2.0,,,MAGDALENA,2A - Industria de los minerales,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2A1 - Producción de cemento,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2A2 - Producción de cal,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2A3 - Producción de vidrio,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2A4 - Otros usos de carbonatos en los procesos,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,MAGDALENA,2A4a - Cerámicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,MAGDALENA,2A4b - Otros usos de la ceniza de sosa,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,c,,MAGDALENA,2A4c - Producción de magnesia no metalúrgica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,d,,MAGDALENA,2A4d - Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2A5 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B - Industria Química,,0,0.0,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B1 - Producción de amoníaco,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B2 - Producción de ácido nítrico,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B3 - Producción de ácido adípico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B4 - Producción de caprolactama glioxil y ácido glioxílico,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B5 - Producción de carburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B6 - Producción de dióxido de titanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B7 - Producción de ceniza de sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B8 - Producción petroquímica y de negro de humo,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,MAGDALENA,2B8a - Metanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,MAGDALENA,2B8b - Etileno,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,c,,MAGDALENA,2B8c - Dicloruro de etileno y monómero cloruro de vinilo,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,d,,MAGDALENA,2B8d - Óxido de etileno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,e,,MAGDALENA,2B8e - Acrilonitrilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,f,,MAGDALENA,2B8f - Negro de humo,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,g,,MAGDALENA,2B8g - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B9 - Producción fluoroquímica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,MAGDALENA,2B9a - Emisiones de productos derivados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,MAGDALENA,2B9b - Emisiones fugitivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2B10 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2C - Industria de los metales,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2C1 - Producción de hierro y acero,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2C2 - Producción de ferroaleaciones,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2C3 - Producción de aluminio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2C4 - Producción de magnesio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2C5 - Producción de plomo,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2C6 - Producción de zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2C7 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2D - Uso  de productos no energéticos de combustibles y de solvente,,0.573355287,,,,,,,,,,,,,,,,,,0.573355287,,,,,,,,,,,,,,,,,,0.573355287,0.573355287,Procesos Industriales
2.0,,,MAGDALENA,2D1 - Uso de lubricantes,,0.0005819091,,,,,,,,,,,,,,,,,,0.0005819091,,,,,,,,,,,,,,,,,,0.0005819091,0.0005819091,Procesos Industriales
2.0,,,MAGDALENA,2D2 - Uso de cera de parafina,,0.5727733779,,,,,,,,,,,,,,,,,,0.5727733779,,,,,,,,,,,,,,,,,,0.5727733779,0.5727733779,Procesos Industriales
2.0,,,MAGDALENA,2D3 - Uso de solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2D4 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2E - Industria electrónica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2E1 - Circuitos integrados o semiconductores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2E2 - Pantalla plana tipo TFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2E3 - Celdas fotovoltaicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2E4 - Fluidos de transferencia térmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2E5 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono,,,,,7.48e-08,0.0006905954,0.002408168,0.0166986914,0.0014985652,0.0,4.5717e-06,5.37e-08,1.4805e-06,5.20933e-05,,4.34e-08,4.17e-08,,,,,,0.0009276552,0.4675330749,7.633892584,21.70829884,7.193112898,0.0,0.015315235,0.0004329933,0.0012702917,0.041882979,,0.0002876773,0.0004632719,,,37.0634175,37.0634175,Procesos Industriales
2.0,,,MAGDALENA,2F1 - Refrigeración y aire acondicionado,,,,,7.48e-08,0.0006905954,0.0024069256,0.0146070874,0.0014985652,,,5.37e-08,,,,4.34e-08,4.17e-08,,,,,,0.0009276552,0.4675330749,7.629954098,18.98921355,7.193112898,,,0.0004329933,,,,0.0002876773,0.0004632719,,,34.28192522,34.28192522,Procesos Industriales
2.0,a,,MAGDALENA,2F1a - Refrigeración y  aire acondicionado estacionario,,,,,7.48e-08,0.0006905954,0.0023910185,0.0117585564,0.0014790632,,,5.37e-08,,,,4.34e-08,4.17e-08,,,,,,0.0009276552,0.4675330749,7.579528765,15.28612338,7.099503571,,,0.0004329933,,,,0.0002876773,0.0004632719,,,30.43480039,30.43480039,Procesos Industriales
2.0,a,i,MAGDALENA,2F1ai - Refrigeración - industria manufacturera,,,,,7.48e-08,3.3891e-06,0.0002986761,0.0006784249,0.0003284065,,,5.37e-08,,,,4.34e-08,4.17e-08,,,,,,0.0009276552,0.0022944467,0.9468032099,0.8819523387,1.57635135,,,0.0004329933,,,,0.0002876773,0.0004632719,,,3.409512943,3.409512943,Procesos Industriales
2.0,a,ii,MAGDALENA,2F1aii - Refrigeración - residencial,,,,,,,0.0001062736,0.0071243145,,,,,,,,,,,,,,,,,0.3368874645,9.261608833,,,,,,,,,,,,9.598496298,9.598496298,Procesos Industriales
2.0,a,iii,MAGDALENA,2F1aiii - Refrigeración - comercial,,,,,,6.314e-07,0.0012304821,0.0033256159,0.0011506567,,,,,,,,,,,,,,,0.0004274774,3.900628254,4.323300634,5.523152221,,,,,,,,,,,13.74750859,13.74750859,Procesos Industriales
2.0,a,iv,MAGDALENA,2F1aiv - Aire acondicionado estacionario,,,,,,0.0006865748,0.0007555867,0.0006302012,,,,,,,,,,,,,,,,0.4648111508,2.395209836,0.8192615714,,,,,,,,,,,,3.679282559,3.679282559,Procesos Industriales
2.0,b,,MAGDALENA,2F1b - Refrigeración y aire acondicionado móvil,,,,,,,1.5907e-05,0.0028485309,1.95019e-05,,,,,,,,,,,,,,,,0.0504253328,3.703090172,0.0936093267,,,,,,,,,,,3.847124832,3.847124832,Procesos Industriales
2.0,b,i,MAGDALENA,2F1bi - Refrigeración móvil (transporte refrigerado) - industria manufacturera,,,,,,,1.5907e-05,0.0001432522,1.95019e-05,,,,,,,,,,,,,,,,0.0504253328,0.1862279129,0.0936093267,,,,,,,,,,,0.3302625723,0.3302625723,Procesos Industriales
2.0,b,ii,MAGDALENA,2F1bii - Aire acondicionado móvil,,,,,,,,0.0027052787,,,,,,,,,,,,,,,,,,3.516862259,,,,,,,,,,,,3.516862259,3.516862259,Procesos Industriales
2.0,,,MAGDALENA,2F2 - Agentes espumantes,,,,,,,,,,,3.8096e-06,,,5.06127e-05,,,,,,,,,,,,,,,0.0127620273,,,0.0406926358,,,,,,0.0534546631,0.0534546631,Procesos Industriales
2.0,,,MAGDALENA,2F3 - Protección contra incendios,,,,,,,1.2424e-06,,,,7.622e-07,,,,,,,,,,,,,,0.0039384862,,,,0.0025532077,,,,,,,,,0.0064916939,0.0064916939,Procesos Industriales
2.0,,,MAGDALENA,2F4 - Aerosoles,,,,,,,,0.0020900986,,,,,1.4805e-06,1.4805e-06,,,,,,,,,,,,2.717128227,,,,,0.0012702917,0.0011903432,,,,,,2.719588862,2.719588862,Procesos Industriales
2.0,,,MAGDALENA,2F5 - Solventes,,,,,,,,1.5054e-06,,,,,,,,,,,,,,,,,,0.0019570653,,,,,,,,,,,,0.0019570653,0.0019570653,Procesos Industriales
2.0,,,MAGDALENA,2F6 - Otras aplicaciones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2G - Manufactura y utilización de otros productos,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2G1 - Equipos eléctricos,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0,0,Procesos Industriales
2.0,a,,MAGDALENA,2G1a - Manufactura de equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,MAGDALENA,2G1b - Uso de equipos eléctricos,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0,0,Procesos Industriales
2.0,c,,MAGDALENA,2G1c Eliminación de equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2G2 - SF6 y PFCs de otros usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,MAGDALENA,2G2a - Aplicaciones militares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,MAGDALENA,2G2b - Aceleradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,c,,MAGDALENA,2G2c - Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,MAGDALENA,2G3 - N2O de usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,MAGDALENA,2G3a - Aplicaciones médicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,MAGDALENA,2G3b - Propulsor para productos presurizados y aerosoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
