"MOD","CAP","CAT","SUB","NROM","NUM","Departamento","Reportar","Nivel","Categorias","Rubro","Sector (Gráfica sectorial)","Sector (Colores histograma)","CO2abs","CO2","CH4","N2O","HFC-23","HFC-32","HFC-125","HFC-134a","HFC-143a","HFC-152a","HFC-227ea","HFC-236fa","HFC-245fa","HFC-365mfc","HFC-43-10mee","PFC-14","PFC-116","SF6","CO2abseq","CO2eq","CH4eq","N2Oeq","HFC-23eq","HFC-32eq","HFC-125eq","HFC-134aeq","HFC-143aeq","HFC-152aeq","HFC-227eaeq","HFC-236faeq","HFC-245faeq","HFC-365mfceq","HFC-43-10meeeq","PFC-14eq","PFC-116eq","SF6eq","Abosorciones_totales","Emisiones_Totales","Emisiones_Netas"
"2","F","1","b","null",,"CHOCO","SI","2F1bSI","2F1b - Refrigeración y aire acondicionado móvil","null","null","null",,,,,,,"0.000001015","0.0000731388","0.0000012444",,,,,,,,,,,,,,,,"0.0032175085","0.0950804959","0.0059729662",,,,,,,,,,,"0.1042709707","0.1042709707"
"2","F","1","b","i",,"CHOCO","SI","2F1biSI","2F1bi - Refrigeración móvil (transporte refrigerado) - industria manufacturera","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,,"0.000001015","0.0000091406","0.0000012444",,,,,,,,,,,,,,,,"0.0032175085","0.0118827159","0.0059729662",,,,,,,,,,,"0.0210731906","0.0210731906"
"2","F","1","b","ii",,"CHOCO","SI","2F1biiSI","2F1bii - Aire acondicionado móvil","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,,,"0.0000639983",,,,,,,,,,,,,,,,,,"0.0831977801",,,,,,,,,,,,"0.0831977801","0.0831977801"
"2","F","2","null","null",,"CHOCO","SI","2F2SI","2F2 - Agentes espumantes","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,,,,,,"0.0000002431",,,"0.0000032295",,,,,,,,,,,,,,,"0.0008143116",,,"0.0025964906",,,,,,"0.0034108022","0.0034108022"
"2","F","3","null","null",,"CHOCO","SI","2F3SI","2F3 - Protección contra incendios","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,,"0.0000111522",,,,"0.0000068412",,,,,,,,,,,,,,"0.0353526218",,,,"0.0229180911",,,,,,,,,"0.0582707129","0.0582707129"
"2","F","4","null","null",,"CHOCO","SI","2F4SI","2F4 - Aerosoles","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,,,"0.0008331227",,,,,"0.0000005901","0.0000005901",,,,,,,,,,,,"1.083059551",,,,,"0.000506344","0.0004744762",,,,,,"1.084040372","1.084040372"
"2","F","5","null","null",,"CHOCO","SI","2F5SI","2F5 - Solventes","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,,,"0.0000000961",,,,,,,,,,,,,,,,,,"0.0001248752",,,,,,,,,,,,"0.0001248752","0.0001248752"
"2","F","6","null","null",,"CHOCO","SI","2F6SI","2F6 - Otras aplicaciones","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,"0","0"
"2","G",,"null","null",,"CHOCO","SI","2GSI","2G - Manufactura y utilización de otros productos","null","null","null",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0",,"0","0"
"2","G","1","null","null",,"CHOCO","SI","2G1SI","2G1 - Equipos eléctricos","Uso de equipos eléctricos","Minas y Energía","Minas y Energía",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0",,"0","0"
"2","G","1","a","null",,"CHOCO","SI","2G1aSI","2G1a - Manufactura de equipos eléctricos","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","1","b","null",,"CHOCO","SI","2G1bSI","2G1b - Uso de equipos eléctricos","null","null","null",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0",,"0","0"
"2","G","1","c","null",,"CHOCO","SI","2G1cSI","2G1c Eliminación de equipos eléctricos","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","2","null","null",,"CHOCO","SI","2G2SI","2G2 - SF6 y PFCs de otros usos de productos","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","2","a","null",,"CHOCO","SI","2G2aSI","2G2a - Aplicaciones militares","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","2","b","null",,"CHOCO","SI","2G2bSI","2G2b - Aceleradores","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","2","c","null",,"CHOCO","SI","2G2cSI","2G2c - Otros (especificar)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","3","null","null",,"CHOCO","SI","2G3SI","2G3 - N2O de usos de productos","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","3","a","null",,"CHOCO","SI","2G3aSI","2G3a - Aplicaciones médicas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","3","b","null",,"CHOCO","SI","2G3bSI","2G3b - Propulsor para productos presurizados y aerosoles","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","3","c","null",,"CHOCO","SI","2G3cSI","2G3c - Otros (especificar","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","G","4","null","null",,"CHOCO","SI","2G4SI","2G4 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","H",,"null","null",,"CHOCO","SI","2HSI","2H - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","H","1","null","null",,"CHOCO","SI","2H1SI","2H1 - Industria de pulpa y el papel","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","H","2","null","null",,"CHOCO","SI","2H2SI","2H2 -  Industria de la alimentación y bebidas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","H","3","null","null",,"CHOCO","SI","2H3SI","2H3 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"3","null",,"null","null",,"CHOCO","SI","3SI","3 - Agricultura, Silvicultura, y Otros Usos de la Tierra","null","null","null","-56.48576962","3,011.523188","11.10722243","0.9530444519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-56.48576962","3,011.523188","311.0022281","252.5567798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-56.48576962","3,575.082196","3,518.596426"
"3","A",,"null","null",,"CHOCO","SI","3ASI","3A - Ganadería","null","null","null",,"0","10.75232381","0.0088369492",,,,,,,,,,,,,,,,"0","301.0650666","2.341791542",,,,,,,,,,,,,,,,"303.4068581","303.4068581"
"3","A","1","null","null",,"CHOCO","SI","3A1SI","3A1 - Fermentación entérica","null","null","null",,"0","10.3280186","0",,,,,,,,,,,,,,,,"0","289.1845208","0",,,,,,,,,,,,,,,,"289.1845208","289.1845208"
"3","A","1","a","null",,"CHOCO","SI","3A1aSI","3A1a - Total Ganado Bovino","Fermentación entérica (ganado bovino)","Agropecuario","Agropecuario",,,"10.09655844",,,,,,,,,,,,,,,,,,"282.7036363",,,,,,,,,,,,,,,,,"282.7036363","282.7036363"
"3","A","1","a","i",,"CHOCO","SI","3A1aiSI","3A1ai - Ganado Bovino Vacas de Alta Producción","null","null","null",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"3","A","1","a","ii",,"CHOCO","SI","3A1aiiSI","3A1aii - Ganado Bovino Vacas de Baja Producción","null","null","null",,,"1.34084526",,,,,,,,,,,,,,,,,,"37.54366728",,,,,,,,,,,,,,,,,"37.54366728","37.54366728"
"3","A","1","a","iii",,"CHOCO","SI","3A1aiiiSI","3A1aiii - Ganado Bovino Vacas para producción de carne","null","null","null",,,"2.97184356",,,,,,,,,,,,,,,,,,"83.21161969",,,,,,,,,,,,,,,,,"83.21161969","83.21161969"
"3","A","1","a","iv",,"CHOCO","SI","3A1aivSI","3A1aiv - Ganado Bovino Toros utilizados con fines reproductivos","null","null","null",,,"0.19613616",,,,,,,,,,,,,,,,,,"5.49181248",,,,,,,,,,,,,,,,,"5.49181248","5.49181248"
"3","A","1","a","v",,"CHOCO","SI","3A1avSI","3A1av - Ganado Bovino Terneros pre-destetos","null","null","null",,,"0.69446824",,,,,,,,,,,,,,,,,,"19.44511072",,,,,,,,,,,,,,,,,"19.44511072","19.44511072"
"3","A","1","a","vi",,"CHOCO","SI","3A1aviSI","3A1avi - Ganado Bovino Terneras de remplazo","null","null","null",,,"2.84623712",,,,,,,,,,,,,,,,,,"79.69463936",,,,,,,,,,,,,,,,,"79.69463936","79.69463936"
"3","A","1","a","vii",,"CHOCO","SI","3A1aviiSI","3A1avii - Ganado Bovino Ganado de engorde","null","null","null",,,"2.0470281",,,,,,,,,,,,,,,,,,"57.3167868",,,,,,,,,,,,,,,,,"57.3167868","57.3167868"
"3","A","1","b","null",,"CHOCO","SI","3A1bSI","3A1b - Búfalos","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,"0.018292",,,,,,,,,,,,,,,,,,"0.512176",,,,,,,,,,,,,,,,,"0.512176","0.512176"
"3","A","1","c","null",,"CHOCO","SI","3A1cSI","3A1c - Ovinos","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0089",,,,,,,,,,,,,,,,,,"0.2492",,,,,,,,,,,,,,,,,"0.2492","0.2492"
"3","A","1","d","null",,"CHOCO","SI","3A1dSI","3A1d - Caprinos","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,"0.000155",,,,,,,,,,,,,,,,,,"0.00434",,,,,,,,,,,,,,,,,"0.00434","0.00434"
"3","A","1","e","null",,"CHOCO","SI","3A1eSI","3A1e - Camellos","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"3","A","1","f","null",,"CHOCO","SI","3A1fSI","3A1f - Caballos","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,"0.1497488487",,,,,,,,,,,,,,,,,,"4.192967762",,,,,,,,,,,,,,,,,"4.192967762","4.192967762"
"3","A","1","g","null",,"CHOCO","SI","3A1gSI","3A1g - Mulas y asnos","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0269961952",,,,,,,,,,,,,,,,,,"0.7558934654",,,,,,,,,,,,,,,,,"0.7558934654","0.7558934654"
"3","A","1","h","null",,"CHOCO","SI","3A1hSI","3A1h - Porcinos","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0273681151",,,,,,,,,,,,,,,,,,"0.7663072219",,,,,,,,,,,,,,,,,"0.7663072219","0.7663072219"
"3","A","1","h","i",,"CHOCO","SI","3A1hiSI","3A1hi - Porcinos < 6 meses","null","null","null",,,"0.0032341151",,,,,,,,,,,,,,,,,,"0.0905552219",,,,,,,,,,,,,,,,,"0.0905552219","0.0905552219"
"3","A","1","h","ii",,"CHOCO","SI","3A1hiiSI","3A1hii - Porcinos > 6 meses","null","null","null",,,"0.000972",,,,,,,,,,,,,,,,,,"0.027216",,,,,,,,,,,,,,,,,"0.027216","0.027216"
"3","A","1","h","iii",,"CHOCO","SI","3A1hiiiSI","3A1hiii - Porcinos baja productividad","null","null","null",,,"0.023162",,,,,,,,,,,,,,,,,,"0.648536",,,,,,,,,,,,,,,,,"0.648536","0.648536"
"3","A","1","j","null",,"CHOCO","SI","3A1jSI","3A1j - Aves","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"3","A","1","j","i",,"CHOCO","SI","3A1jiSI","3A1ji - Ponedoras","null","null","null",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"3","A","1","j","ii",,"CHOCO","SI","3A1jiiSI","3A1jii - Pollo de engorde","null","null","null",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"3","A","2","null","null",,"CHOCO","SI","3A2SI","3A2 - Gestión de estiércol","null","null","null",,"0","0.4243052072","0.0088369492",,,,,,,,,,,,,,,,"0","11.8805458","2.341791542",,,,,,,,,,,,,,,,"14.22233734","14.22233734"
"3","A","2","a","null",,"CHOCO","SI","3A2aSI","3A2a - Total Ganado Bovino","Gestión del estiércol (ganado bovino)","Agropecuario","Agropecuario",,,"0.09445999","0.0014064317",,,,,,,,,,,,,,,,,"2.64487972","0.372704393",,,,,,,,,,,,,,,,"3.017584113","3.017584113"
"3","A","2","a","i",,"CHOCO","SI","3A2aiSI","3A2ai - Ganado Bovino Vacas de Alta Producción","null","null","null",,,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,"0","0"
"3","A","2","a","ii",,"CHOCO","SI","3A2aiiSI","3A2aii - Ganado Bovino Vacas de Baja Producción","null","null","null",,,"0.01268307","0.0014064317",,,,,,,,,,,,,,,,,"0.35512596","0.372704393",,,,,,,,,,,,,,,,"0.727830353","0.727830353"
"3","A","2","a","iii",,"CHOCO","SI","3A2aiiiSI","3A2aiii - Ganado Bovino Vacas para producción de carne","null","null","null",,,"0.02937132","0",,,,,,,,,,,,,,,,,"0.8223969601","0",,,,,,,,,,,,,,,,"0.8223969601","0.8223969601"
"3","A","2","a","iv",,"CHOCO","SI","3A2aivSI","3A2aiv - Ganado Bovino Toros utilizados con fines reproductivos","null","null","null",,,"0.00202312","0",,,,,,,,,,,,,,,,,"0.05664736","0",,,,,,,,,,,,,,,,"0.05664736","0.05664736"
"3","A","2","a","v",,"CHOCO","SI","3A2avSI","3A2av - Ganado Bovino Terneros pre-destetos","null","null","null",,,"0.0077768","0",,,,,,,,,,,,,,,,,"0.2177504","0",,,,,,,,,,,,,,,,"0.2177504","0.2177504"
"3","A","2","a","vi",,"CHOCO","SI","3A2aviSI","3A2avi - Ganado Bovino Terneras de remplazo","null","null","null",,,"0.02592928","0",,,,,,,,,,,,,,,,,"0.72601984","0",,,,,,,,,,,,,,,,"0.72601984","0.72601984"
"3","A","2","a","vii",,"CHOCO","SI","3A2aviiSI","3A2avii - Ganado Bovino Ganado de engorde","null","null","null",,,"0.0166764","0",,,,,,,,,,,,,,,,,"0.4669392","0",,,,,,,,,,,,,,,,"0.4669392","0.4669392"
"3","A","2","b","null",,"CHOCO","SI","3A2bSI","3A2b - Búfalos","Gestión del estiércol (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0004148843","0.0000265689",,,,,,,,,,,,,,,,,"0.0116167591","0.0070407482",,,,,,,,,,,,,,,,"0.0186575072","0.0186575072"
"3","A","2","c","null",,"CHOCO","SI","3A2cSI","3A2c - Ovinos","Gestión del estiércol (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0001203608","0.0000470457",,,,,,,,,,,,,,,,,"0.003370103","0.0124671119",,,,,,,,,,,,,,,,"0.0158372149","0.0158372149"
"3","A","2","d","null",,"CHOCO","SI","3A2dSI","3A2d - Caprinos","Gestión del estiércol (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0000026922","0.0000008923",,,,,,,,,,,,,,,,,"0.0000753814","0.0002364615",,,,,,,,,,,,,,,,"0.0003118428","0.0003118428"
"3","A","2","e","null",,"CHOCO","SI","3A2eSI","3A2e - Camellos","Gestión del estiércol (ganado no bovino)","Agropecuario","Agropecuario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"3","A","2","f","null",,"CHOCO","SI","3A2fSI","3A2f - Caballos","Gestión del estiércol (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0039353997","0",,,,,,,,,,,,,,,,,"0.1101911928","0",,,,,,,,,,,,,,,,"0.1101911928","0.1101911928"
"3","A","2","g","null",,"CHOCO","SI","3A2gSI","3A2g - Mulas y asnos","Gestión del estiércol (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0030010158","0.0001567006",,,,,,,,,,,,,,,,,"0.0840284435","0.0415256516",,,,,,,,,,,,,,,,"0.1255540951","0.1255540951"
"3","A","2","h","null",,"CHOCO","SI","3A2hSI","3A2h - Porcinos","Gestión del estiércol (ganado no bovino)","Agropecuario","Agropecuario",,,"0.3186594427","0.0068357517",,,,,,,,,,,,,,,,,"8.922464397","1.811474201",,,,,,,,,,,,,,,,"10.7339386","10.7339386"
"3","A","2","h","i",,"CHOCO","SI","3A2hiSI","3A2hi - Porcinos < 6 meses","null","null","null",,,"0.0279171272","0.000251723",,,,,,,,,,,,,,,,,"0.7816795629","0.0667065837",,,,,,,,,,,,,,,,"0.8483861466","0.8483861466"
"3","A","2","h","ii",,"CHOCO","SI","3A2hiiSI","3A2hii - Porcinos > 6 meses","null","null","null",,,"0.0115256078","0.0001219092",,,,,,,,,,,,,,,,,"0.3227170194","0.0323059289",,,,,,,,,,,,,,,,"0.3550229483","0.3550229483"
"3","A","2","h","iii",,"CHOCO","SI","3A2hiiiSI","3A2hiii - Porcinos baja productividad","null","null","null",,,"0.2792167077","0.0064621196",,,,,,,,,,,,,,,,,"7.818067815","1.712461689",,,,,,,,,,,,,,,,"9.530529503","9.530529503"
"3","A","2","j","null",,"CHOCO","SI","3A2jSI","3A2j - Aves","Gestión del estiércol (ganado no bovino)","Agropecuario","Agropecuario",,,"0.0037114216","0.0003635584",,,,,,,,,,,,,,,,,"0.1039198039","0.0963429749",,,,,,,,,,,,,,,,"0.2002627788","0.2002627788"
"3","A","2","j","i",,"CHOCO","SI","3A2jiSI","3A2ji - Ponedoras","null","null","null",,,"0.0004221431","0.0000555393",,,,,,,,,,,,,,,,,"0.011820008","0.0147179115",,,,,,,,,,,,,,,,"0.0265379195","0.0265379195"
"3","A","2","j","ii",,"CHOCO","SI","3A2jiiSI","3A2jii - Pollo de engorde","null","null","null",,,"0.0032892784","0.0003080191",,,,,,,,,,,,,,,,,"0.0920997959","0.0816250634",,,,,,,,,,,,,,,,"0.1737248593","0.1737248593"
"3","B",,"null","null",,"CHOCO","SI","3BSI","3B - Tierra","null","null","null","-56.48576962","3,010.864308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-56.48576962","3,010.864308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-56.48576962","3,010.864308","2,954.378538"
"3","B","1","null","null",,"CHOCO","SI","3B1SI","3B1 - Tierras forestales","null","null","null","-43.74660453","1,501.724198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-43.74660453","1,501.724198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-43.74660453","1,501.724198","1,457.977593"
"3","B","1","a","null",,"CHOCO","SI","3B1aSI","3B1a - Tierras forestales que permanecen como tales","null","null","null","-24.454471","1,501.724198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-24.454471","1,501.724198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-24.454471","1,501.724198","1,477.269727"
"3","B","1","a","i",,"CHOCO","SI","3B1aiSI","3B1ai - Tierras forestales que permanecen como tales(Bosque natural)","Gestión del bosque natural que permanece","Gestión de tierras forestales","Ambiente","0","956.1037809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","956.1037809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","956.1037809","956.1037809"
"3","B","1","a","i","1","CHOCO","SI","3B1ai1SI","Biomasa","null","null","null","0","426.9344806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","426.9344806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","426.9344806","426.9344806"
"3","B","1","a","i","2","CHOCO","SI","3B1ai2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","1","a","i","3","CHOCO","SI","3B1ai3SI","Suelos","null","null","null","0","529.1693003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","529.1693003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","529.1693003","529.1693003"
"2","A","4","null","null",,"CORDOBA","SI","2A4SI","2A4 - Otros usos de carbonatos en los procesos","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"3","B","1","a","ii",,"CHOCO","SI","3B1aiiSI","3B1aii - Tierras forestales que permanecen como tales (Stock Change)","Deforestación (Bosque transformado en otra vegetación leñosa)","Gestión de tierras forestales","Deforestación","0","527.1200887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","527.1200887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","527.1200887","527.1200887"
"3","B","1","a","ii","1","CHOCO","SI","3B1aii1SI","Biomasa","null","null","null","-6.451789189","507.1312877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-6.451789189","507.1312877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-6.451789189","507.1312877","500.6794985"
"3","B","1","a","ii","2","CHOCO","SI","3B1aii2SI","MOM","null","null","null","-0.2411329761","19.98880101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.2411329761","19.98880101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.2411329761","19.98880101","19.74766803"
"3","B","1","a","ii","3","CHOCO","SI","3B1aii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","1","a","iii",,"CHOCO","SI","3B1aiiiSI","3B1aiii - Tierras forestales que permanecen como tales (Plantaciones)","Plantaciones forestales y productos de la madera recolectada","Gestión de tierras forestales","Agropecuario","-24.454471","18.500328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-24.454471","18.500328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-24.454471","18.500328","-5.954142999"
"3","B","1","a","iii","1","CHOCO","SI","3B1aiii1SI","Biomasa","null","null","null","-24.454471","18.500328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-24.454471","18.500328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-24.454471","18.500328","-5.954142999"
"3","B","1","a","iii","2","CHOCO","SI","3B1aiii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","1","a","iii","3","CHOCO","SI","3B1aiii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","1","b","null",,"CHOCO","SI","3B1bSI","3B1b - Tierras convertidas en tierras forestales","Regeneración del bosque natural","Gestión de tierras forestales","Ambiente","-19.29213353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-19.29213353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-19.29213353","0","-19.29213353"
"3","B","1","b","i",,"CHOCO","SI","3B1biSI","3B1bi - Tierras de cultivo convertidas en tierras forestales","null","null","null","-1.99893597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.99893597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.99893597","0","-1.99893597"
"3","B","1","b","i","1","CHOCO","SI","3B1bi1SI","Biomasa","null","null","null","-1.234870782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.234870782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.234870782","0","-1.234870782"
"3","B","1","b","i","2","CHOCO","SI","3B1bi2SI","MOM","null","null","null","-0.0330937497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0330937497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0330937497","0","-0.0330937497"
"3","B","1","b","i","3","CHOCO","SI","3B1bi3SI","Suelos","null","null","null","-0.7309714382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.7309714382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.7309714382","0","-0.7309714382"
"3","B","1","b","ii",,"CHOCO","SI","3B1biiSI","3B1bii - Pastizales convertidos en tierras forestales","null","null","null","-5.391573551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5.391573551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5.391573551","0","-5.391573551"
"3","B","1","b","ii","1","CHOCO","SI","3B1bii1SI","Biomasa","null","null","null","-3.276624981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.276624981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.276624981","0","-3.276624981"
"3","B","1","b","ii","2","CHOCO","SI","3B1bii2SI","MOM","null","null","null","-0.106696367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.106696367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.106696367","0","-0.106696367"
"3","B","1","b","ii","3","CHOCO","SI","3B1bii3SI","Suelos","null","null","null","-2.008252204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2.008252204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2.008252204","0","-2.008252204"
